#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A68AE9
#Date Time: 2020-01-24 12:49:25.191

Time (s),Channel 1 (V)
-3.4054500000000001,2.7541448809490321
-3.4045375,0.78554081864119385
-3.4036250000000003,0.78521068212227596
-3.4027125000000003,0.78521068212227596
-3.4018000000000002,0.78521068212227596
-3.4008875000000001,0.78521068212227596
-3.399975,0.78521068212227596
-3.3990625000000003,0.78521068212227596
-3.3981500000000002,0.78521068212227596
-3.3972375000000001,0.78521068212227596
-3.396325,0.78521068212227596
-3.3954124999999999,0.78521068212227596
-3.3945000000000003,0.78521068212227596
-3.3935875000000002,0.78521068212227596
-3.3926750000000001,0.78554081864119385
-3.3917625,0.78554081864119385
-3.3908500000000004,0.78554081864119385
-3.3899375000000003,0.78554081864119385
-3.3890250000000002,0.78554081864119385
-3.3881125000000001,0.78521068212227596
-3.3872,0.78521068212227596
-3.3862875000000003,0.78521068212227596
-3.3853750000000002,0.78521068212227596
-3.3844625000000002,0.78554081864119385
-3.3835500000000001,0.78554081864119385
-3.3826375,0.78554081864119385
-3.3817250000000003,0.78554081864119385
-3.3808125000000002,0.78554081864119385
-3.3799000000000001,0.78554081864119385
-3.3789875,0.78554081864119385
-3.3780750000000004,0.78554081864119385
-3.3771625000000003,0.78554081864119385
-3.3762500000000002,0.78554081864119385
-3.3753375000000001,0.78521068212227596
-3.374425,0.78554081864119385
-3.3735125000000004,0.78554081864119385
-3.3726000000000003,0.78554081864119385
-3.3716875000000002,0.78554081864119385
-3.3707750000000001,0.78488054560335785
-3.3698625,0.78521068212227596
-3.3689500000000003,0.78554081864119385
-3.3680375000000002,0.78554081864119385
-3.3671250000000001,0.78521068212227596
-3.3662125000000001,0.78488054560335785
-3.3653,0.78521068212227596
-3.3643875000000003,0.78521068212227596
-3.3634750000000002,0.78521068212227596
-3.3625625000000001,0.78521068212227596
-3.36165,0.78521068212227596
-3.3607375000000004,0.78521068212227596
-3.3598250000000003,0.78521068212227596
-3.3589125000000002,0.78521068212227596
-3.3580000000000001,0.78521068212227596
-3.3570875,0.78521068212227596
-3.3561750000000004,0.78554081864119385
-3.3552625000000003,0.78554081864119385
-3.3543500000000002,0.78554081864119385
-3.3534375000000001,0.78554081864119385
-3.352525,0.78554081864119385
-3.3516125000000003,0.78554081864119385
-3.3507000000000002,0.78554081864119385
-3.3497875000000001,0.78554081864119385
-3.348875,0.78554081864119385
-3.3479625,0.78554081864119385
-3.3470500000000003,0.78554081864119385
-3.3461375000000002,0.78554081864119385
-3.3452250000000001,0.78554081864119385
-3.3443125,0.78521068212227596
-3.3434000000000004,0.78521068212227596
-3.3424875000000003,0.78521068212227596
-3.3415750000000002,0.78521068212227596
-3.3406625000000001,0.78521068212227596
-3.33975,0.78554081864119385
-3.3388375000000003,0.78554081864119385
-3.3379250000000003,0.78554081864119385
-3.3370125000000002,0.78554081864119385
-3.3361000000000001,0.78521068212227596
-3.3351875,0.78521068212227596
-3.3342750000000003,0.78521068212227596
-3.3333625000000002,0.78521068212227596
-3.3324500000000001,0.78521068212227596
-3.3315375,0.78521068212227596
-3.3306249999999999,0.78521068212227596
-3.3297125000000003,0.78521068212227596
-3.3288000000000002,0.78521068212227596
-3.3278875000000001,0.78521068212227596
-3.326975,0.78521068212227596
-3.3260625000000004,0.78521068212227596
-3.3251500000000003,0.78554081864119385
-3.3242375000000002,0.78554081864119385
-3.3233250000000001,0.78554081864119385
-3.3224125,0.78554081864119385
-3.3215000000000003,0.78554081864119385
-3.3205875000000002,0.78554081864119385
-3.3196750000000002,0.78521068212227596
-3.3187625000000001,0.78554081864119385
-3.31785,0.78521068212227596
-3.3169375000000003,0.78554081864119385
-3.3160250000000002,0.78554081864119385
-3.3151125000000001,0.78554081864119385
-3.3142,0.78554081864119385
-3.3132875000000004,0.78554081864119385
-3.3123750000000003,0.78554081864119385
-3.3114625000000002,0.78554081864119385
-3.3105500000000001,0.78554081864119385
-3.3096375,0.78554081864119385
-3.3087250000000004,0.78554081864119385
-3.3078125000000003,0.78521068212227596
-3.3069000000000002,0.78521068212227596
-3.3059875000000001,0.78521068212227596
-3.305075,0.78521068212227596
-3.3041625000000003,0.78521068212227596
-3.3032500000000002,0.78521068212227596
-3.3023375000000001,0.78521068212227596
-3.3014250000000001,0.78521068212227596
-3.3005125,0.78521068212227596
-3.2996000000000003,0.78521068212227596
-3.2986875000000002,0.78521068212227596
-3.2977750000000001,0.78554081864119385
-3.2968625,0.78521068212227596
-3.2959500000000004,0.78521068212227596
-3.2950375000000003,0.78521068212227596
-3.2941250000000002,0.78521068212227596
-3.2932125000000001,0.78521068212227596
-3.2923,0.78521068212227596
-3.2913875000000004,0.78521068212227596
-3.2904750000000003,0.78554081864119385
-3.2895625000000002,0.78587095516011174
-3.2886500000000001,0.78587095516011174
-3.2877375,0.78554081864119385
-3.2868250000000003,0.78521068212227596
-3.2859125000000002,0.78521068212227596
-3.2850000000000001,0.78521068212227596
-3.2840875,0.78521068212227596
-3.283175,0.78521068212227596
-3.2822625000000003,0.78521068212227596
-3.2813500000000002,0.78521068212227596
-3.2804375000000001,0.78521068212227596
-3.279525,0.78521068212227596
-3.2786125000000004,0.78554081864119385
-3.2777000000000003,0.78554081864119385
-3.2767875000000002,0.78521068212227596
-3.2758750000000001,0.78521068212227596
-3.2749625,0.78521068212227596
-3.2740500000000003,0.78521068212227596
-3.2731375000000003,0.78521068212227596
-3.2722250000000002,0.78521068212227596
-3.2713125000000001,0.78521068212227596
-3.2704,0.78521068212227596
-3.2694875000000003,0.78521068212227596
-3.2685750000000002,0.78521068212227596
-3.2676625000000001,0.78521068212227596
-3.26675,0.78521068212227596
-3.2658374999999999,0.78521068212227596
-3.2649250000000003,0.78521068212227596
-3.2640125000000002,0.78521068212227596
-3.2631000000000001,0.78554081864119385
-3.2621875,0.78554081864119385
-3.2612750000000004,0.78521068212227596
-3.2603625000000003,0.78554081864119385
-3.2594500000000002,0.78554081864119385
-3.2585375000000001,0.78554081864119385
-3.257625,0.78554081864119385
-3.2567125000000003,0.78554081864119385
-3.2558000000000002,0.78554081864119385
-3.2548875000000002,0.78554081864119385
-3.2539750000000001,0.78554081864119385
-3.2530625,0.78554081864119385
-3.2521500000000003,0.78554081864119385
-3.2512375000000002,0.78554081864119385
-3.2503250000000001,0.78554081864119385
-3.2494125,0.78587095516011174
-3.2485000000000004,0.78554081864119385
-3.2475875000000003,0.78554081864119385
-3.2466750000000002,0.78554081864119385
-3.2457625000000001,0.78554081864119385
-3.24485,0.78554081864119385
-3.2439375000000004,0.78587095516011174
-3.2430250000000003,0.78554081864119385
-3.2421125000000002,0.78554081864119385
-3.2412000000000001,0.78554081864119385
-3.2402875,0.78554081864119385
-3.2393750000000003,0.78554081864119385
-3.2384625000000002,0.78554081864119385
-3.2375500000000001,0.78587095516011174
-3.2366375000000001,0.78554081864119385
-3.235725,0.78554081864119385
-3.2348125000000003,0.78554081864119385
-3.2339000000000002,0.78554081864119385
-3.2329875000000001,0.78587095516011174
-3.232075,0.78587095516011174
-3.2311625000000004,0.78554081864119385
-3.2302500000000003,0.78554081864119385
-3.2293375000000002,0.78554081864119385
-3.2284250000000001,0.78554081864119385
-3.2275125,0.78554081864119385
-3.2266000000000004,0.78554081864119385
-3.2256875000000003,0.78554081864119385
-3.2247750000000002,0.78554081864119385
-3.2238625000000001,0.78554081864119385
-3.22295,0.78554081864119385
-3.2220375000000003,0.78554081864119385
-3.2211250000000002,0.78554081864119385
-3.2202125000000001,0.78554081864119385
-3.2193000000000001,0.78587095516011174
-3.2183875,0.78587095516011174
-3.2174750000000003,0.78587095516011174
-3.2165625000000002,0.78587095516011174
-3.2156500000000001,0.78554081864119385
-3.2147375,0.78554081864119385
-3.2138250000000004,0.78587095516011174
-3.2129125000000003,0.78554081864119385
-3.2120000000000002,0.78587095516011174
-3.2110875000000001,0.78554081864119385
-3.210175,0.78521068212227596
-3.2092625000000004,0.78554081864119385
-3.2083500000000003,0.78554081864119385
-3.2074375000000002,0.78554081864119385
-3.2065250000000001,0.78554081864119385
-3.2056125,0.78554081864119385
-3.2047000000000003,0.78554081864119385
-3.2037875000000002,0.78554081864119385
-3.2028750000000001,0.78554081864119385
-3.2019625,0.78554081864119385
-3.20105,0.78554081864119385
-3.2001375000000003,0.78521068212227596
-3.1992250000000002,0.78521068212227596
-3.1983125000000001,0.78554081864119385
-3.1974,0.78554081864119385
-3.1964875000000004,0.78554081864119385
-3.1955750000000003,0.78554081864119385
-3.1946625000000002,0.78554081864119385
-3.1937500000000001,0.78554081864119385
-3.1928375,0.78554081864119385
-3.1919250000000003,0.78554081864119385
-3.1910125000000003,0.78554081864119385
-3.1901000000000002,0.78521068212227596
-3.1891875000000001,0.78521068212227596
-3.188275,0.78521068212227596
-3.1873625000000003,0.78521068212227596
-3.1864500000000002,0.78554081864119385
-3.1855375000000001,0.78554081864119385
-3.184625,0.78521068212227596
-3.1837124999999999,0.78521068212227596
-3.1828000000000003,0.78521068212227596
-3.1818875000000002,0.78554081864119385
-3.1809750000000001,0.78554081864119385
-3.1800625,0.78554081864119385
-3.1791500000000004,0.78554081864119385
-3.1782375000000003,0.78554081864119385
-3.1773250000000002,0.78554081864119385
-3.1764125000000001,0.78521068212227596
-3.1755,0.78521068212227596
-3.1745875000000003,0.78554081864119385
-3.1736750000000002,0.78554081864119385
-3.1727625000000002,0.78554081864119385
-3.1718500000000001,0.78554081864119385
